x,y
0.06428109138932957,1.7073909184567287e-05
0.0722578475808226,2.8284421002227948e-05
0.16086249533789024,0.0006921599777403444
0.11979587157696754,0.00022010285333151733
0.41117231829469497,0.029333442802623802
0.07920443248483064,4.6435000912126384e-05
0.10993330226080382,0.00016858025502205126
0.38825691840406157,0.023839733378228863
0.7100196741338215,0.2618936359479341
0.744279412024778,0.3169119234443718
0.4276712625858803,0.03559591826466256
0.4354980256778766,0.038463578067608174
1.0048760525077713,1.0526187483057043
0.08106941130828209,6.492760293401333e-05
0.21445432534392028,0.0025094978324384206
0.041059801015117026,6.814813467286701e-06
0.21600677537970106,0.002641654025876556
0.38398321389721274,0.024431297480205016
0.49805452654359916,0.06770225113155903
0.1468999816908421,0.0006489774920618476
0.8248866734197184,0.49376977795325816
0.03299001655328754,4.894998061667065e-06
0.5732030619306544,0.11947288074476721
0.2514690908371032,0.005070992353477093
0.41146957909317067,0.033407063677893395
0.04876474474868374,1.839180844565478e-05
0.8391775645681652,0.5383306974920362
0.423981601699761,0.038181533231064296
0.02363631717919509,3.2214086901061266e-06
0.24373174207594003,0.004793797846175246
0.005522266065972539,4.287694431043e-07
0.8815190795035618,0.662699939243135
0.29900359084805866,0.010539375674280965
0.2786503200145042,0.008178464481114724
0.44180347756891386,0.04657090976311277
0.23251636372068724,0.00429011972421467
1.0179809745654103,1.1791606371792662
0.9323235864852362,0.8390344732054207
0.31727443342636613,0.013791717945271858
0.13868635754522923,0.0007371358051136598
0.043104448367675297,2.3818906260896986e-05
0.08278379768955264,0.0001475234649443578
0.30636290252654025,0.012512924152034881
0.08972288393547322,0.00019708779630639678
0.6752244961325699,0.24655195738639815
0.03988774568579193,2.399365012055487e-05
0.09257305645641929,0.00023144509988641768
0.1468246334339263,0.001009816611058025
0.10814671694391827,0.0003869526348705908
0.3451946578724647,0.02040948176598525
0.0075984102906280744,2.8376966705681896e-06
0.047769390522859355,4.495491348770841e-05
0.16126103908660003,0.001477104085380939
0.4600006864596833,0.060256931888855295
0.3010745190781627,0.012927784224344615
0.09679390040907732,0.00031842513834827555
0.06845640719911043,0.00012584134194951904
0.8585065329355371,0.6463385840618113
0.42361300505584587,0.04571988000730219
0.7163872321195774,0.3263978810689088
0.8178975307137614,0.5420165443503852
0.8978201222192688,0.7761834772187132
0.8353421776261966,0.5910570554710126
0.4428055425844895,0.055306167501414566
0.012992457282178826,9.696020219156207e-06
0.3065507279838266,0.015011222206050718
0.3534315926033228,0.024985765224936354
0.18226130447692043,0.0026588591428521762
0.3246225386945368,0.01876339795761179
0.20167989679141185,0.0037726085416812955
0.10335467057326028,0.0005086493286794671
0.31967658556903045,0.018174411499888334
0.5375109305800052,0.11765659121442747
0.16297126980629598,0.0020123780641276307
0.430127575506691,0.05291886494004577
0.036506885708813296,5.643617340837803e-05
