x,y
10.25243951368052,45.07429182894166
10.733131530044789,38.30365200839168
2.743345860289935,9.408069065002735
3.5440894974335375,13.441107951007528
8.391543821678638,28.899979183015095
3.251946586352871,12.75927529493839
4.624129439870583,22.118005350075222
13.916028742835824,53.12141295750555
14.226758115191473,53.59271831662474
8.057837519522131,26.727134705631826
9.827501438186744,30.221453056935992
12.79096959588306,58.11499434099384
10.291866164591983,42.45524113922992
13.454489272355676,54.59340675488745
2.6592747156731216,10.642207782301407
14.140940894916815,54.46727977611987
8.56051806288314,32.29359521393495
10.104204859599331,42.10921622532904
4.443460969030286,17.099902153723637
4.182201869215989,22.248237994399606
3.833507657685629,14.202756500722328
6.478536783524927,31.393264613256036
7.8788932372575555,29.422313049958206
13.821125695826954,55.92370979335423
3.702136012620918,16.865917480342976
8.986477866281719,32.051805663129805
6.803878081417343,27.894713647357353
6.781876765268798,23.99717347165798
6.433305132758006,26.485975015706163
6.28744316869749,30.18627509931118
6.450937678238792,21.592832627680878
3.698289098814416,9.938682742108618
2.8425464978767994,17.120348363342714
13.8582515609919,61.276282600756446
7.379257668465115,33.13802026827002
10.362257725077122,42.252091255762096
4.58575281192887,15.54806434727496
13.648904708544052,49.03766111147803
7.084167980190719,27.87853574261311
8.488678908005205,34.36292497611688
8.66490198456322,39.95837053561213
3.175658932651882,15.53641872759949
4.697024996615802,19.704092692972935
7.704896281850523,30.775831343636977
13.413280910100093,57.72132562843016
1.4126639784782336,10.810104037459507
11.913524919791953,43.27828747019492
8.223632927362601,32.253804100109136
11.707027535065405,46.37071445630597
10.435844197172468,37.98476265053786
15.44880601975593,66.60676401226212
13.753902262790412,53.92405505664187
14.120505923631486,58.377245418704184
7.562781091590329,30.946693717729257
6.266785164774848,26.905427877308448
10.693070027429629,47.81479217001459
10.40038569732935,41.63160719939864
5.2481788250089565,28.965247067448644
17.628072318761138,73.56523110862437
12.427924548773587,55.85301543259973
14.940989246461074,60.58043812227458
10.553072175925305,38.90516581514161
15.111027645256007,67.2443783823877
6.288837890816999,28.32707181792706
4.630372376808945,29.5102272521387
10.879866721570568,48.17379785557446
10.900668545521077,39.64620074050894
4.713834181522873,22.696678391057503
6.1161572635094155,19.780164057938702
8.264809320542831,24.24376481919799
10.827171578731932,45.924870554356
2.4266382637080763,12.170200235358713
13.778968126113233,54.63122327104547
4.910919092687635,13.981191366789414
7.094827031306619,31.328625070646364
10.261846133951178,37.191471303654495
7.590530295048433,35.72871183802718
7.918067865355604,38.51162956774399
5.481780113345325,20.99071418410272
5.508938583540112,24.060049087798006
2.5266880785015275,7.497882539665256
2.3940223665736027,13.482207498474834
11.604189193986063,37.36792322639164
3.823897107528994,11.961077396566555
14.242000660237863,55.13818514458004
3.093860492265824,7.672652105181527
9.764147458186589,35.5318886219459
6.270274764793472,27.473450183439738
13.514780484157166,53.63593954714345
19.571402352921076,75.85771020366022
2.0822680137303067,11.125530904339751
16.86992158437328,74.78315258612861
15.671910728262148,62.201677156926536
8.166273520209618,32.79123565377271
7.561850514704878,28.314538162958275
5.127290921825864,18.320911937544203
3.060455436202428,9.673855410454763
6.50770765054842,25.348413757850494
8.757977899158043,36.82278802156094
5.268326138572238,19.701498311018323
